city	population	tp_mean	tw_mean	tp_sd	tw_sd	taj	taj_sd	nSites
Toronto	1	0.02741839454306664	0.02741839454306664	9.741797365459428e-4	9.741797365459428e-4	NA	NA	8123681
Toronto	100	0.027327455752990264	0.027327455752990264	0.0010139643486225655	0.0010139643486225655	NA	NA	7529605
Toronto	101	0.02709155728182269	0.02709155728182269	6.806704479964136e-4	6.806704479964136e-4	NA	NA	7974149
Toronto	2	0.027096790953102322	0.027096790953102322	9.363642066772723e-4	9.363642066772723e-4	NA	NA	5917581
Toronto	3	0.026516055635221226	0.026516055635221226	9.529925230354572e-4	9.529925230354572e-4	NA	NA	6723207
Toronto	37	0.01984971567933682	0.017776608671173175	7.319722821950131e-4	5.835131987773396e-4	0.499368625	0.02920891069491181	7440581
Toronto	4	0.02733141796863262	0.02733141796863262	9.717621316798019e-4	9.717621316798019e-4	NA	NA	6461091
Toronto	40	0.02002882281298905	0.01853859727713997	7.264079530121296e-4	6.395398479697864e-4	0.34440550000000003	0.029302055190719985	8709230
Toronto	41	0.020482417004093458	0.019321342588656795	7.219885927256526e-4	6.346628013808387e-4	0.2573018125	0.02310692628692027	8449564
Toronto	42	0.019845914549810068	0.01763968708359069	5.814792188658567e-4	4.7586131728056315e-4	0.535885375	0.022658111753850983	8159575
Toronto	43	0.02038741629111597	0.019035319848206285	7.147472792670199e-4	6.552964642776138e-4	0.3044211875	0.018151649751354106	8722328
Toronto	5	0.026085420254931612	0.026085420254931612	7.643824904476719e-4	7.643824904476719e-4	NA	NA	6973005
Toronto	6	0.022543238738084417	0.022543238738084417	7.242944792380083e-4	7.242944792380083e-4	NA	NA	5218080
Toronto	7	0.01962196114279438	0.01776975309641702	7.003861328923535e-4	5.799594994679779e-4	0.4579475625	0.027368224480149108	8523756
Toronto	77	0.026164704481667043	0.026164704481667043	8.711693322426803e-4	8.711693322426803e-4	NA	NA	6480059
Toronto	78	0.026374639832533193	0.026374639832533193	8.296640808272311e-4	8.296640808272311e-4	NA	NA	8114147
Toronto	79	0.0257875816493302	0.0257875816493302	9.665587027254301e-4	9.665587027254301e-4	NA	NA	6992371
Toronto	80	0.025066221998857312	0.025066221998857312	7.125452197783849e-4	7.125452197783849e-4	NA	NA	4085557
Toronto	81	0.026312165000169887	0.026312165000169887	9.063032064411926e-4	9.063032064411926e-4	NA	NA	7825368
Toronto	82	0.026839673732840446	0.026839673732840446	8.85816794851451e-4	8.85816794851451e-4	NA	NA	7171201
Toronto	83	0.02026895856415288	0.018809256245426995	7.73323202920907e-4	6.632909724446599e-4	0.3322705625	0.025591820450992404	8251826
Toronto	95	0.02678908370047071	0.02678908370047071	9.602794627376976e-4	9.602794627376976e-4	NA	NA	8625186
Toronto	96	0.0255936165322243	0.0255936165322243	9.069785674100941e-4	9.069785674100941e-4	NA	NA	7476190
Toronto	97	0.020142987956471018	0.018998737642275887	6.691615218268657e-4	6.041612763166053e-4	0.2646885	0.021482143092965998	8900946
Toronto	98	0.02597598883865881	0.02597598883865881	9.136770340868335e-4	9.136770340868335e-4	NA	NA	7666685
Toronto	99	0.02380640084314752	0.02380640084314752	0.0010419448334487982	0.0010419448334487982	NA	NA	7537417
Vancouver	1	0.022270875516048717	0.0217308543030123	8.924586098195113e-4	7.946232016345209e-4	0.1039063125	0.035415804183478596	2479881
Vancouver	2	0.021258860536819472	0.01899289238603311	7.722121710470839e-4	5.624230886364401e-4	0.5237105	0.03779745346095862	2806369
Vancouver	3	0.02109556470376962	0.02039934299751467	7.720705822763831e-4	6.411438203114273e-4	0.14942149999999998	0.031929766730539495	4075136
Vancouver	36	0.02089468622701465	0.020356769225025394	7.532990224188634e-4	6.416489707396738e-4	0.1156216875	0.026797890921286448	3851923
Vancouver	37	0.021401828954677758	0.0204807981891144	7.899747354031018e-4	6.361361299884078e-4	0.2034535625	0.03876558933206743	4526131
Vancouver	38	0.021698056063785796	0.020503712507282643	8.687415021697291e-4	6.839891886180106e-4	0.2487924375	0.03582344512181698	4064688
Vancouver	39	0.022885028562096087	0.022415689605678458	0.0010255232417167711	8.018687264624193e-4	0.0885684375	0.04653799673667207	3236285
Vancouver	4	0.025417550132280916	0.024589657943644493	0.0010886073407482704	8.937783863262261e-4	0.1406665625	0.06808608130395792	430682
Vancouver	40	0.021675617503147716	0.021077572518556142	8.68610770906905e-4	7.508290057938021e-4	0.118506875	0.0271230119637059	4339134
Vancouver	5	0.024704607640390206	0.02278701485078989	0.0011226753629381544	8.427205564333838e-4	0.3593320625	0.061319775875290285	623303
Warsaw	1	0.021863910804956675	0.021368033967898485	8.18573768109866e-4	6.54260126720439e-4	0.1012351875	0.036997197274422015	3298805
Warsaw	2	0.02185660191765252	0.021112222209465823	8.614055838922643e-4	6.762307695896912e-4	0.150242625	0.040357202980178565	3043830
Warsaw	3	0.0218970609418048	0.021206628600894836	8.904358448499025e-4	6.774806330579107e-4	0.1420611875	0.04459904520385872	2974546
Warsaw	4	0.021613404482742904	0.021249911949745248	7.763260365227636e-4	6.443232814681043e-4	0.071247375	0.0380180582510908	3691321
Warsaw	46	0.0207982843539713	0.020371494076948656	7.935906172433207e-4	6.482312596617471e-4	0.0890440625	0.0351452910387129	4252911
Warsaw	47	0.02554267049019557	0.024851767418083415	0.00156426973958157	0.0011597939306099616	0.1142931875	0.07032319261734235	768837
Warsaw	48	0.0198175608583514	0.01836284708895978	5.414546783141653e-4	4.595024764520619e-4	0.4358775625	0.01939437666943264	5218395
Warsaw	49	0.02062342788306378	0.019917251242883353	5.925283835103528e-4	4.987923870884859e-4	0.1947314375	0.02358109684745743	4923644
Warsaw	5	0.020802041611855112	0.020235735151784756	7.733090183612692e-4	6.214884688168936e-4	0.1316955625	0.03606971734658452	4529535
Warsaw	50	0.02129408261622056	0.020810854192087672	6.798504258339878e-4	5.742655204976401e-4	0.104931375	0.025416464471873346	4197713
